CODIGO,PRECIO,DESCUENTO, MONTO,VENEZUELA 1,VENEZUELA 2,COL 4,MEX 9,VENEZUELA 3,MEX 10,MEX 11,MEX 12,MEX 13,
AP-2565-AG," $169,18 ", $-   ," $338,36 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AP-2565-FS," $169,18 ", $-   ," $169,18 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AP-2565-OR," $169,18 ", $-   ," $338,36 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AP-2565-RJ," $169,18 ", $-   ," $676,72 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AP-2565-TQ," $169,18 ", $-   ," $169,18 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AP-2571-BL," $207,90 ", $-   ," $207,90 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
TJ-1004-MR," $18,00 ", $-   ," $216,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-4508-NG," $348,00 ", $-   ," $3.480,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AP-9024-BL," $146,50 ",," $879,00 ",#N/A,AP-9024-BL,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
ABA-00017-BL," $70,00 ", $-   ," $1.400,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AP-1000-RY," $280,00 ", $-   ," $1.120,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8335-OR," $160,00 ", $-   ," $320,00 ",CI-8335-OR,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8317-DO," $200,00 ", $-   ," $1.000,00 ",CI-8317-DO,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PC-2766-MT," $180,00 ", $-   ," $720,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PC-2796-BL,R3329BLANCO 50U/PQT," $153,60 ", $-   ," $153,60 ",#N/A,#N/A,#N/A,PC-2796-BL,Err:504,#N/A,#N/A,#N/A,#N/A
CI-1567-DO," $400,00 ", $-   ," $800,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1567-PL," $400,00 ", $-   ," $800,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,CI-1567-PL,#N/A,#N/A,
CI-1567-DO," $290,00 ", $-   ," $2.900,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1567-PL," $290,00 ", $-   ," $2.900,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,CI-1567-PL,#N/A,#N/A,
AP-2110-FS," $50,00 ", $-   ," $50,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AP-2110-BL," $50,00 ", $-   ," $50,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PC-2671, .86 , $-   ," $43,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
TM-6020-TQ," $100,00 ", $-   ," $100,00 ",#N/A,TM-6020-TQ,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AC-1062-NQ,"261,6",0,"261,6",#N/A,#N/A,#N/A,AC-1062-NQ,Err:504,#N/A,#N/A,#N/A,#N/A,
AC-1138-VR,"73,81",0,"738,1",#N/A,#N/A,#N/A,#N/A,Err:504,AC-1138-VR,#N/A,#N/A,#N/A,
AC-1172-NG,50,0,300,#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,AC-1172-NG,#N/A,
AC-1200-NQ,260,0,520,#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AC-1202-NQ,240,0,240,#N/A,#N/A,#N/A,AC-1202-NQ,Err:504,#N/A,#N/A,#N/A,#N/A,
AC-9250-NQ,314,0,1256,#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BS-4231-LL,"102,6",0,"102,6",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BS-4257-FS,"102,6",0,"102,6",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BS-4257-RS,"102,6",0,"102,6",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BS-4257-TQ,"102,6",0,"102,6",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1175-AC,17,0,170,#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1175-AQ,17,0,255,#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,CI-1175-AQ,
CI-1175-RS,17,0,340,#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-4086-BL,320,0,320,#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8037-OR,"53,57",0,"107,14",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8075-AG,"232,8",0,"465,6",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
EL-9002-BG,80,0,80,#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
EL-9002-BL,80,0,80,#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1798-BL, $-   ,, $-   ,#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1798-RS, $-   ,, $-   ,#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1798-FS, $-   ,, $-   ,#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-17898-MO, $-   ,, $-   ,#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1798-AO, $-   ,, $-   ,#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1791-LI," $57,00 ",," $57,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8297-OR," $290,00 ",," $580,00 ",CI-8297-OR,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8300-M1," $120,00 ",," $120,00 ",CI-8300-M1,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8300-M2," $140,70 ",," $140,70 ",CI-8300-M2,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8300-MT," $140,70 ",," $140,70 ",CI-8300-MT,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
TJ-1021-DO," $60,00 ",," $360,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
TJ-1022-PL," $77,00 ",," $462,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PC-2671," $1,68 ",," $84,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PC-2684," $1,44 ",," $72,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PC-2680," $1,32 ",," $66,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PC-2794-FS," $180,00 ",," $180,00 ",#N/A,#N/A,#N/A,PC-2794-FS,Err:504,#N/A,#N/A,#N/A,#N/A,
DJ-2613-NQ," $350,00 ",," $350,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1543-MT," $130,00 ",," $130,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,CI-1543-MT,#N/A,
CI-1543-MR," $130,00 ",," $130,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,CI-1543-MR,#N/A,
AC-5061-NQ," $300,00 ", $-   ," $1.200,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-2100-MO," $23,30 ", $-   ," $466,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-2100-MR," $23,30 ", $-   ," $11.650,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-2100-VD," $23,30 ", $-   ," $1.864,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-2101-BL," $25,60 ", $-   ," $20.480,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-6003-NG," $100,00 ",," $500,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-3500-CR," $56,30 "," $10,00 "," $304,02 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-3503-BO," $62,60 "," $10,00 "," $338,04 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-3602-DO," $60,10 "," $10,00 "," $270,45 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-3602-PL," $60,10 "," $10,00 "," $270,45 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AC-1120-RJ," $454,50 "," $20,00 "," $363,60 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
NV-7002-DO," $63,50 "," $70,00 "," $1.562,10 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
NV-7002-LI," $63,50 "," $70,00 "," $952,50 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8025-DO," $443,00 "," $25,00 "," $6.645,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AC-5061-NQ," $463,50 ", $-   ," $1.854,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AP-7029-CF," $227,30 ", $-   ," $909,20 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AP-7043-CH," $227,30 ", $-   ," $909,20 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AP-7043-TF," $227,30 ", $-   ," $909,20 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BL-2029-NT," $125,00 ", $-   ," $2.500,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,BL-2029-NT,#N/A,#N/A,#N/A,
BS-7044-NT," $43,20 ", $-   ," $518,40 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1001-AG," $70,56 ", $-   ," $705,60 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1734-AC," $36,00 ", $-   ," $1.440,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1861-CE," $52,00 ", $-   ," $2.080,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1861-RS," $52,00 ", $-   ," $2.080,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1890-BL," $37,04 ", $-   ," $1.481,60 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1909-BG," $122,00 ", $-   ," $1.220,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1909-RS," $122,00 ", $-   ," $1.220,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-2031-NT," $15,28 ", $-   ," $1.833,60 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-2070-NT," $45,00 ", $-   ," $2.700,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8090-DO," $94,80 ", $-   ," $948,00 ",CI-8090-DO,#N/A,#N/A,CI-8090-DO,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-8195-DO," $77,92 ", $-   ," $779,20 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
EL-1117-BL," $125,29 ", $-   ," $1.252,90 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
EL-1117-CM," $125,29 ", $-   ," $1.252,90 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
EL-1117-NG," $125,29 ", $-   ," $1.252,90 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
EL-1122-BL," $105,00 ", $-   ," $1.050,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,EL-1122-BL,#N/A,#N/A,
CI-1909-BL," $122,00 ", $-   ," $1.220,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BT-7064-NG," $208,00 ", $-   ," $1.248,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BT-7064-CF," $208,00 ", $-   ," $1.248,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BT-7065-CF," $262,80 ", $-   ," $1.576,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BT-7065-CF," $262,80 ", $-   ," $1.576,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-2132-MT," $56,82 ", $-   ," $1.704,55 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
HP-2014-NG," $220,50 ", $-   ," $441,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AP-2436-BL," $300,00 ", $-   ," $150,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
ST-1088-PE," $185,00 ", $-   ," $185,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
ST-1089-PE," $226,00 ", $-   ," $226,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
GP-1025-VD," $86,00 ", $-   ," $86,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PC-2807-MT," $645,12 ", $-   ," $645,12 ",#N/A,#N/A,#N/A,PC-2807-MT,Err:504,#N/A,#N/A,#N/A,#N/A,
AC-1039-DO," $238,70 ", $-   ," $238,70 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AC-1702-PL," $169,00 ", $-   ," $169,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AC-4003-NQ," $342,80 ", $-   ," $342,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AP-2111-BG," $62,80 ", $-   ," $62,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AP-2111-FS," $62,80 ", $-   ," $62,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AP-2111-MO," $62,80 ", $-   ," $62,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AP-2112-BL," $105,83 ", $-   ," $105,83 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AP-2112-FS," $105,83 ", $-   ," $105,83 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AP-2168-LL," $236,36 ", $-   ," $236,36 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AP-2168-RS," $236,36 ", $-   ," $236,36 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AP-2172-BG," $346,10 ", $-   ," $346,10 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AP-2172-BL," $346,10 ", $-   ," $346,10 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AP-2175-BG," $98,23 ", $-   ," $98,23 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AP-2175-BL," $98,23 ", $-   ," $98,23 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AP-2175-RS," $98,23 ", $-   ," $98,23 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1247-DO," $31,00 ", $-   ," $186,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1789-FS," $50,00 ", $-   ," $50,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-2070-NT," $44,00 ", $-   ," $220,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
EL-1118-NG," $207,50 ", $-   ," $415,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
EL-1118-RY," $207,50 ", $-   ," $207,50 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PM-1016-AO," $23,80 ", $-   ," $190,40 ",#N/A,PM-1016-AO,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PM-1016-CF," $23,80 ", $-   ," $142,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PM-1016-RS," $23,80 ", $-   ," $166,60 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
ST-1030-PL," $43,60 ", $-   ," $174,40 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
TM-2000-TR," $670,40 ", $-   ," $335,20 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1567-PL," $422,40 ", $-   ," $422,40 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,CI-1567-PL,#N/A,#N/A,
CI-1567DO," $422,40 ", $-   ," $422,40 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PA-6021-CR," $291,84 ", $-   ," $291,84 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BL-2000-BL," $12,90 ", $-   ," $464,40 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BL-2001-BG," $24,10 ", $-   ," $578,40 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BL-2001-BL," $24,10 ", $-   ," $867,60 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BL-2016-BL," $12,40 ", $-   ," $446,40 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BL-2016-RJ," $12,40 ", $-   ," $297,60 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BL-2029-NT," $129,43 ", $-   ," $1.294,30 ",#N/A,#N/A,#N/A,#N/A,Err:504,BL-2029-NT,#N/A,#N/A,#N/A,
BL-2030-NT," $204,64 ", $-   ," $1.023,20 ",#N/A,#N/A,#N/A,#N/A,Err:504,BL-2030-NT,#N/A,#N/A,#N/A,
CI-2070-NT," $51,00 ", $-   ," $2.448,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CT-1175-BL," $10,90 ", $-   ," $523,20 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CT-1179-BL," $16,40 ", $-   ," $590,40 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1026-RS," $13,70 ", $-   ," $328,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1026-TQ," $13,70 ", $-   ," $328,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1044-RS," $9,00 ", $-   ," $324,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PD-1425-VD," $19,45 ", $-   ," $933,60 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AC-9190-NQ," $341,00 ", $-   ," $1.023,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
DJ-2921-NQ," $341,00 ", $-   ," $1.023,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
ST-1050-BL," $260,00 ", $-   ," $780,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
ST-1077-BL," $218,00 ", $-   ," $654,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1174-BG," $18,70 ", $-   ," $187,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1175-AC," $18,70 ", $-   ," $187,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1175-RS," $18,70 ", $-   ," $187,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-2501-TR," $8,50 ", $-   ," $102,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PC-2748-RS," $266,67 ", $-   ," $266,67 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PC-2746-MT," $266,67 ", $-   ," $266,67 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PC-2748-RS," $266,67 ", $-   ," $266,67 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PC-2750-BL," $266,67 ", $-   ," $266,67 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
PC-2746-MT," $266,67 ", $-   ," $266,67 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-2107-VD," $24,45 ", $-   ," $147,25 ",CI-2107-VD,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AC-1120-AS," $351,00 ", $-   ," $351,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AC-1120-VD," $351,00 ", $-   ," $351,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AC-1121-MR," $351,00 ", $-   ," $351,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AC-1121-RJ," $351,00 ", $-   ," $351,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AC-1121-RS," $351,00 ", $-   ," $351,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AC-1121-UV," $351,00 ", $-   ," $351,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AC-1121-VF," $351,00 ", $-   ," $351,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AC-1152-VR," $22,60 ", $-   ," $180,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AP-2066-NJ," $164,31 ", $-   ," $164,31 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
AP-2089-BG," $130,62 ", $-   ," $130,62 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
APA-00496-RJ," $100,80 ", $-   ," $201,60 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
APA-00545-AC," $294,78 ", $-   ," $294,78 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
APA-00728-RJ," $138,60 ", $-   ," $138,60 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BS-4092-TQ," $72,00 ", $-   ," $144,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BS-4092-TR," $72,00 ", $-   ," $144,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BS-4112-TR," $72,00 ", $-   ," $144,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BS-4221-AC," $72,00 ", $-   ," $144,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BS-4232-RS," $72,00 ", $-   ," $144,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BS-4232-TQ," $72,00 ", $-   ," $144,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BS-4309-TR," $85,00 ", $-   ," $425,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BS-7063-RS," $225,70 ", $-   ," $225,70 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
BS-7094-CE," $19,00 ", $-   ," $228,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1059-BL," $344,00 ", $-   ," $344,00 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1085-PL," $49,40 ", $-   ," $98,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
CI-1270-DO," $40,90 ", $-   ," $81,80 ",#N/A,#N/A,#N/A,#N/A,Err:504,#N/A,#N/A,#N/A,#N/A,
